961010146277|a123456|15984632789|08.08.18|B|MRCB|1651|123456B|14,448|0.83|11,991.84|0.0042|50.37|11|0.0003|3.6|RDY|MYR|12,056.80|2173763|13.08.18|13.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|VIVOCOM|69|456789B|1,007,766|0.03|30,232.98|0.0042|126.98|30|0.0003|9.07|RDY|MYR|30,399.03|2173764|13.08.18|13.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|IRIS|10|789101B|35,080|0.165|5,788.20|0.0042|24.31|5|0.0003|1.74|RDY|MYR|5,819.25|2173765|13.08.18|13.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|SAPNRG|5218|101111B|83,577|0.595|49,728.32|0.0042|208.86|49|0.0003|14.92|RDY|MYR|50,001.09|2173766|13.08.18|13.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|CUSCAPI|51|111112B|30,572|0.325|9,935.90|0.0042|41.73|9|0.0003|2.98|RDY|MYR|9,989.61|2173767|13.08.18|13.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|MMAG-WB|0034WB|112113B|285,849|0.075|21,438.68|0.0042|90.04|21|0.0003|6.43|RDY|MYR|21,556.15|2173768|13.08.18|14.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|NEXGRAM|96|113114B|19,447|1.2|23,336.40|0.0042|98.01|23|0.0003|7|RDY|MYR|23,464.41|2173769|13.08.18|14.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|MYEG|138|114115B|250,750|0.03|7,522.50|0.0042|31.59|7|0.0003|2.26|RDY|MYR|7,563.35|2173770|13.08.18|14.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|MMAG|34|115116B|2,119|0.67|1,419.73|0.0042|12|1|0.0003|0.43|RDY|MYR|1,433.16|2173771|13.08.18|14.08.18|28.08.28|31.08.18|
961010146277|a123456|15984632789|08.08.18|B|VELESTO|5243|116117B|1,805|0.38|685.9|0.0042|12|1|0.0003|0.21|RDY|MYR|699.11|2173772|13.08.18|14.08.18|28.08.28|31.08.18|
